DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA NAME,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Weapon Desc,Status Desc,LOCATION
220220118,11/12/2022,11/12/2020,1,Rampart,THEFT OF IDENTITY,44,F,O,,Invest Cont,2200 W  8TH                          ST
221715312,10/16/2022,7/11/2020,200,Devonshire,INTIMATE PARTNER - SIMPLE ASSAULT,30,M,O,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,11700    THUNDERBIRD                  AV
220717331,12/3/2022,11/18/2020,1350,Wilshire,THEFT PLAIN - PETTY ($950 & UNDER),46,F,P,,Invest Cont,5900    BURCHARD                     AV
221322196,12/9/2022,2/9/2020,545,Newton,THEFT OF IDENTITY,19,M,B,,Invest Cont,6900 S  MAIN                         ST
220416185,12/9/2022,2/9/2020,1710,Hollenbeck,THEFT OF IDENTITY,51,M,H,,Invest Cont,1800 E  4TH                          ST
221017702,12/14/2022,1/14/2020,1615,West Valley,THEFT OF IDENTITY,25,F,H,,Invest Cont,19200    HAYNES                       ST
220515869,11/11/2022,11/6/2020,1200,Harbor,THEFT OF IDENTITY,26,M,O,,Invest Cont,200 S  CENTRE                       ST
220221673,12/14/2022,1/1/2020,610,Rampart,THEFT OF IDENTITY,30,F,H,,Invest Cont,2300 W  2ND                          ST
220322029,12/18/2022,1/1/2020,1155,Southwest,THEFT OF IDENTITY,28,F,O,,Invest Cont,4000    GELBER                       PL
220711710,7/15/2022,3/4/2020,2220,Wilshire,THEFT OF IDENTITY,66,M,W,,Invest Cont,6300 W  5TH                          ST
220619712,11/30/2022,2/17/2020,1635,Hollywood,THEFT OF IDENTITY,48,F,B,,Invest Cont,5800    HAROLD                       WY
231306038,2/9/2023,3/2/2020,1340,Newton,THEFT OF IDENTITY,77,M,B,,Invest Cont,100 W  71ST                         ST
221322303,12/12/2022,5/5/2020,1500,Newton,THEFT OF IDENTITY,30,F,B,,Invest Cont,3700    GRIFFITH                     AV
220414662,10/25/2022,12/4/2020,2200,Hollenbeck,INTIMATE PARTNER - AGGRAVATED ASSAULT,61,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,3700    WHITTIER                     BL
221822250,12/15/2022,4/3/2020,1025,Southeast,THEFT OF IDENTITY,25,F,B,,Invest Cont,10300 S  MAIN                         ST
221718118,12/21/2022,7/1/2020,800,Devonshire,THEFT OF IDENTITY,60,F,H,,Invest Cont,16300    TUBA                         ST
221419816,12/1/2022,12/1/2020,900,Pacific,THEFT OF IDENTITY,40,F,W,,Invest Cont,1000    NOWITA                       PL
220321781,12/10/2022,2/1/2020,25,Southwest,THEFT OF IDENTITY,26,F,X,,Invest Cont,4100    PALMWOOD                     DR
230106509,2/7/2023,3/7/2020,1506,Central,THEFT OF IDENTITY,32,M,B,,Invest Cont,100 S  FIGUEROA                     ST
221821721,12/5/2022,6/5/2020,525,Southeast,THEFT OF IDENTITY,33,F,O,,Invest Cont,500 W  127TH                        ST
231905574,2/7/2023,2/3/2020,2000,Mission,BURGLARY FROM VEHICLE,23,F,H,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,9200    ARLETA                       AV
230606590,2/20/2023,1/1/2020,1340,Hollywood,THEFT OF IDENTITY,23,M,B,,Invest Cont,8500    APPIAN                       WY
221420533,10/24/2022,12/4/2020,1030,Pacific,THEFT OF IDENTITY,22,F,B,,Invest Cont,6900    KNOWLTON                     PL
221015776,10/28/2022,3/28/2020,1200,West Valley,VEHICLE - STOLEN,0,,,,Invest Cont,6500    YARMOUTH                     AV
221614979,12/8/2022,11/1/2020,1,Foothill,THEFT OF IDENTITY,55,F,W,,Invest Cont,13600    BROWNELL                     ST
221321859,12/1/2022,12/1/2020,1507,Newton,THEFT OF IDENTITY,27,M,B,,Invest Cont,5800    BRENTWOOD                    ST
231007464,3/30/2023,6/25/2020,1225,West Valley,THEFT OF IDENTITY,28,F,H,,Invest Cont,7400    JAMIESON                     AV
222117980,12/20/2022,6/17/2020,1200,Topanga,THEFT OF IDENTITY,48,M,W,,Invest Cont,20700    MARTHA                       ST
222017118,11/14/2022,1/1/2020,1,Olympic,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),8,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1800 S  NORMANDIE                    AV
230208225,3/28/2023,3/28/2020,1450,Rampart,THEFT OF IDENTITY,20,F,B,,Invest Cont,200    WITMER                       ST
221518612,12/14/2022,3/14/2020,650,N Hollywood,THEFT OF IDENTITY,46,F,B,,Invest Cont,11900    MAGNOLIA                     BL
220811962,7/14/2022,6/1/2020,1,West LA,BURGLARY,68,M,W,,Invest Cont,11600 W  OLYMPIC                      BL
221518174,12/5/2022,3/20/2020,2000,N Hollywood,BATTERY - SIMPLE ASSAULT,44,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,5200    CLEON                        AV
221822261,12/15/2022,5/20/2020,1650,Southeast,THEFT OF IDENTITY,30,F,B,,Invest Cont,2200 E  IMPERIAL                     HY
220515868,11/11/2022,3/1/2020,2340,Harbor,THEFT OF IDENTITY,44,F,B,,Invest Cont,1200 W  22ND                         ST
230806695,3/3/2023,10/14/2020,1215,West LA,THEFT OF IDENTITY,68,M,W,,Invest Cont,900    ILIFF                        ST
220817052,11/20/2022,11/20/2020,720,West LA,VEHICLE - STOLEN,0,,,,Invest Cont,OAKHURST
220221736,12/15/2022,7/15/2020,1430,Rampart,THEFT OF IDENTITY,35,M,B,,Invest Cont,600 S  ALVARADO                     ST
220416167,12/9/2022,3/6/2020,1045,Hollenbeck,BATTERY - SIMPLE ASSAULT,33,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,300    SAN FERNANDO                 RD
220613117,7/12/2022,1/2/2020,1,Hollywood,THEFT OF IDENTITY,46,F,A,,Invest Cont,1700 N  GOWER                        ST
221420565,10/7/2022,10/17/2020,2205,Pacific,THEFT OF IDENTITY,21,F,B,,Invest Cont,6900    KNOWLTON                     PL
221225059,12/9/2022,3/1/2020,840,77th Street,THEFT OF IDENTITY,25,F,O,,Invest Cont,7600    LA SALLE                     AV
222118049,12/22/2022,7/15/2020,1200,Topanga,THEFT OF IDENTITY,34,M,B,,Invest Cont,21900    BURBANK                      BL
221918279,12/23/2022,9/24/2020,115,Mission,THEFT OF IDENTITY,47,F,W,,Invest Cont,13300    DRONFIELD                    AV
220222085,12/23/2022,12/22/2020,1700,Rampart,VEHICLE - STOLEN,0,,,,Invest Cont,EMERALD
220514938,10/16/2022,7/1/2020,1800,Harbor,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),12,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,1600 W  206TH                        ST
230604357,1/5/2023,12/5/2020,2210,Hollywood,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",24,M,B,,Invest Cont,1400 N  LA BREA                      AV
220619758,12/5/2022,6/15/2020,1500,Hollywood,INTIMATE PARTNER - SIMPLE ASSAULT,10,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,7200    FRANKLIN                     AV
231304505,1/10/2023,12/10/2020,1340,Newton,THEFT OF IDENTITY,28,M,B,,Invest Cont,900 E  43RD                         PL
231204446,1/6/2023,1/6/2020,1625,77th Street,THEFT OF IDENTITY,22,F,O,,Invest Cont,6400    10TH                         AV
230904437,1/12/2023,11/20/2020,1345,Van Nuys,THEFT OF IDENTITY,60,M,W,,Invest Cont,15300    VENTURA                      BL
221418972,11/15/2022,11/15/2020,1200,Pacific,INTIMATE PARTNER - SIMPLE ASSAULT,28,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,600    INDIANA                      AV
230604435,1/11/2023,12/13/2020,2000,Hollywood,BURGLARY,45,F,W,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,5800    SANTA MONICA                 BL
230304640,1/14/2023,3/14/2020,730,Southwest,THEFT OF IDENTITY,29,F,B,,Invest Cont,4500    COLISEUM                     ST
230704658,1/16/2023,5/11/2020,750,Wilshire,THEFT OF IDENTITY,32,F,B,,Invest Cont,1800 S  LA BREA                      AV
232004462,1/12/2023,1/11/2020,900,Olympic,BURGLARY,54,F,H,,Invest Cont,400 S  COMMONWEALTH                 AV
231304402,1/6/2023,1/1/2020,1200,Newton,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),7,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,100 E  28TH                         ST
232004501,1/14/2023,1/1/2020,800,Olympic,BURGLARY,48,F,W,,Invest Cont,1800    ARAPAHOE                     ST
230305920,2/7/2023,2/7/2020,955,Southwest,THEFT OF IDENTITY,26,M,B,,Invest Cont,3700    GRAYBURN                     AV
221313048,6/17/2022,1/1/2020,1,Newton,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",51,M,O,,Invest Cont,1000    TOWNE                        AV
231604399,1/12/2023,1/12/2020,850,Foothill,THEFT OF IDENTITY,21,M,H,,Invest Cont,13700    JUDD                         ST
230504426,1/10/2023,10/31/2020,1400,Harbor,THEFT OF IDENTITY,39,M,H,,Invest Cont,1400 W  215TH                        ST
231204451,1/6/2023,1/6/2020,1550,77th Street,THEFT OF IDENTITY,22,F,P,,Invest Cont,9200    LA SALLE                     AV
231004379,1/10/2023,1/2/2020,800,West Valley,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",56,F,W,,Invest Cont,6600    LOUISE                       AV
230104839,1/8/2023,3/6/2020,2100,Central,THEFT OF IDENTITY,38,M,B,,Invest Cont,1300 S  FIGUEROA                     ST
230704456,1/11/2023,11/19/2020,100,Wilshire,THEFT OF IDENTITY,35,M,O,,Invest Cont,800 S  WINDSOR                      BL
230904454,1/13/2023,9/1/2020,2130,Van Nuys,UNAUTHORIZED COMPUTER ACCESS,51,F,B,,Invest Cont,4100    NAGLE                        AV
231504369,1/10/2023,5/5/2020,1400,N Hollywood,THEFT OF IDENTITY,33,M,B,,Invest Cont,11400    ALBERS                       ST
231204630,1/6/2023,10/14/2020,1315,77th Street,THEFT OF IDENTITY,26,F,B,,Invest Cont,100 W  78TH                         ST
230404327,1/10/2023,6/1/2020,1,Hollenbeck,THEFT OF IDENTITY,37,F,B,,Invest Cont,100 N  SOTO                         ST
230505482,2/9/2023,6/1/2020,1400,Harbor,VEHICLE - STOLEN,0,,,,Invest Cont,1400    COIL                         AV
231806173,2/10/2023,8/22/2020,1855,Southeast,THEFT OF IDENTITY,58,F,B,,Invest Cont,1900 E  110TH                        ST
231905552,2/7/2023,11/1/2020,1200,Mission,THEFT OF IDENTITY,74,M,W,,Invest Cont,8500    NORWICH                      AV
221016307,11/9/2022,8/21/2020,1200,West Valley,THEFT OF IDENTITY,42,F,W,,Invest Cont,15900    SHERMAN                      WY
221222173,10/22/2022,10/22/2020,2145,77th Street,CRIMINAL THREATS - NO WEAPON DISPLAYED,53,F,B,OTHER KNIFE,Adult Other,6500    WEST                         BL
230107886,3/1/2023,6/22/2020,930,Central,THEFT OF IDENTITY,66,M,B,,Invest Cont,900    FIGUEROA                     TR
230905903,2/20/2023,1/1/2020,1,Van Nuys,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),7,F,O,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,15300    WEDDINGTON                   ST
230107816,1/17/2023,6/1/2020,1130,Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",44,F,K,,Invest Cont,800    FRANCISCO                    ST
231707687,4/4/2023,5/8/2020,1845,Devonshire,THEFT OF IDENTITY,44,M,O,,Invest Cont,17100    CHATSWORTH                   ST
231207870,3/4/2023,10/4/2020,1130,77th Street,THEFT OF IDENTITY,30,F,P,,Invest Cont,1300 W  81ST                         PL
232006471,2/24/2023,5/24/2020,1030,Olympic,THEFT PLAIN - PETTY ($950 & UNDER),31,F,O,,Invest Cont,VERMONT
231605843,2/27/2023,2/27/2020,1415,Foothill,THEFT OF IDENTITY,31,F,W,,Invest Cont,10800    OLINDA                       ST
231007023,3/21/2023,1/1/2020,1201,West Valley,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",61,M,W,,Invest Cont,16600    VENTURA                      BL
231207841,3/1/2023,10/1/2020,1200,77th Street,PICKPOCKET,0,M,B,,Invest Cont,7100 S  VERMONT                      AV
231505784,2/13/2023,10/14/2020,2000,N Hollywood,INTIMATE PARTNER - SIMPLE ASSAULT,34,F,O,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,5100    LAUREL CANYON                BL
231208669,2/16/2023,7/20/2020,1305,77th Street,THEFT OF IDENTITY,16,F,B,,Invest Cont,700 W  73RD                         ST
230406446,3/16/2023,3/15/2020,1620,Hollenbeck,THEFT OF IDENTITY,48,F,H,,Invest Cont,1800 E  4TH                          ST
230207636,3/18/2023,1/1/2020,900,Rampart,THEFT OF IDENTITY,51,F,H,,Invest Cont,1300    ANGELINA                     ST
231507204,3/18/2023,12/15/2020,1500,N Hollywood,THEFT OF IDENTITY,37,F,B,,Invest Cont,11000    OTSEGO                       ST
231208405,2/24/2023,2/24/2020,1210,77th Street,THEFT OF IDENTITY,41,F,B,,Invest Cont,1500 W  84TH                         PL
231208398,3/11/2023,4/11/2020,1715,77th Street,THEFT OF IDENTITY,22,F,B,,Invest Cont,7000    MADDEN                       AV
230607322,3/17/2023,12/1/2020,1,Hollywood,THEFT OF IDENTITY,70,F,O,,Invest Cont,5300    MONROE                       ST
230906910,3/14/2023,3/16/2020,1630,Van Nuys,THEFT OF IDENTITY,41,F,A,,Invest Cont,6500    WOODMAN                      AV
230208100,3/26/2023,1/12/2020,1300,Rampart,THEFT OF IDENTITY,31,M,B,,Invest Cont,700 S  UNION                        AV
231507736,3/31/2023,1/9/2020,930,N Hollywood,THEFT OF IDENTITY,23,F,W,,Invest Cont,4300    WILKINSON                    AV
231308569,4/1/2023,1/1/2020,900,Newton,THEFT OF IDENTITY,19,F,B,,Invest Cont,6400 S  BROADWAY
231407629,3/29/2023,11/5/2020,1800,Pacific,VEHICLE - STOLEN,0,,,,Invest Cont,3600 S  SEPULVEDA                    BL
230907379,3/24/2023,8/18/2020,1300,Van Nuys,THEFT OF IDENTITY,34,F,W,,Invest Cont,6600    WOODMAN                      AV
232107207,3/27/2023,1/27/2020,1245,Topanga,THEFT OF IDENTITY,27,M,H,,Invest Cont,20700    VANOWEN                      ST
230907510,3/30/2023,10/1/2020,1200,Van Nuys,THEFT OF IDENTITY,41,F,W,,Invest Cont,15100    SHERMAN                      WY
231907602,4/3/2023,4/1/2020,1200,Mission,VANDALISM - MISDEAMEANOR ($399 OR UNDER),35,F,B,,Invest Cont,8900    ORION                        AV
230708191,4/7/2023,8/30/2020,1635,Wilshire,THEFT OF IDENTITY,48,F,W,,Invest Cont,300 S  COCHRAN                      AV
220218655,10/17/2022,5/8/2020,1000,Rampart,THEFT OF IDENTITY,22,M,H,,Invest Cont,500    UNION                        DR
221220860,9/15/2022,1/18/2020,1,77th Street,THEFT OF IDENTITY,67,M,H,,Invest Cont,5200 S  MANHATTAN                    PL
231107419,3/30/2023,8/8/2020,2346,Northeast,BATTERY - SIMPLE ASSAULT,40,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,LOS FELIZ                    BL
232107541,3/22/2023,4/26/2020,600,Topanga,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),14,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,20300    COHASSET                     ST
231308748,4/4/2023,8/14/2020,1210,Newton,THEFT OF IDENTITY,32,M,O,,Invest Cont,1300 E  48TH                         ST
231808628,3/27/2023,8/27/2020,2115,Southeast,THEFT OF IDENTITY,33,M,H,,Invest Cont,700 N  CALIBURN                     DR
220414491,10/20/2022,10/19/2020,2000,Hollenbeck,VEHICLE - STOLEN,0,,,,Invest Cont,1000    LORD                         ST
230907876,4/7/2023,3/15/2020,800,Van Nuys,THEFT PLAIN - PETTY ($950 & UNDER),52,M,W,,Invest Cont,6100    HAZELTINE                    AV
221715730,11/7/2022,5/27/2020,800,Devonshire,THEFT OF IDENTITY,36,M,B,,Invest Cont,19500    NORDHOFF                     ST
222012214,7/12/2022,10/1/2020,1700,Olympic,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",-1,X,X,,Invest Cont,700 S  VERMONT                      AV
220716434,11/10/2022,1/10/2020,1200,Wilshire,THEFT OF IDENTITY,27,F,W,,Invest Cont,300 S  COCHRAN                      AV
220511322,6/29/2022,3/1/2020,1200,Harbor,FALSE POLICE REPORT,40,F,H,,Adult Other,2600 S  PECK                         AV
221610506,7/17/2022,8/1/2020,5,Foothill,THEFT OF IDENTITY,21,F,W,,Invest Cont,7700    LAUREL CANYON                BL
222115665,10/20/2022,11/18/2020,1200,Topanga,THEFT OF IDENTITY,38,M,W,,Invest Cont,21700    VENTURA                      BL
220800784,6/20/2022,6/19/2020,1600,West LA,BURGLARY,-1,X,X,,Invest Cont,12200    WILSHIRE                     BL
231209551,4/3/2023,7/2/2020,1200,77th Street,THEFT OF IDENTITY,24,F,B,,Invest Cont,6200 S  VAN NESS                     AV
220613819,7/27/2022,12/8/2020,656,Hollywood,THEFT OF IDENTITY,58,F,H,,Invest Cont,1500 N  FAIRFAX                      AV
221220098,9/7/2022,1/7/2020,35,77th Street,THEFT OF IDENTITY,73,F,H,,Invest Cont,3300 W  66TH                         ST
221216573,7/15/2022,5/15/2020,1615,77th Street,THEFT OF IDENTITY,53,F,B,,Invest Cont,1200 W  56TH                         ST
231107472,4/4/2023,7/15/2020,1445,Northeast,THEFT OF IDENTITY,17,F,B,,Invest Cont,5000    ECHO                         ST
220317214,9/21/2022,3/15/2020,1415,Southwest,THEFT OF IDENTITY,56,F,B,,Invest Cont,4000    MCCLUNG                      DR
220914148,9/22/2022,1/1/2020,800,Van Nuys,THEFT OF IDENTITY,59,M,O,,Invest Cont,5400    TYRONE                       AV
221814134,7/12/2022,7/28/2020,755,Southeast,THEFT OF IDENTITY,36,M,B,,Invest Cont,2200 E  111TH                        ST
220410114,6/22/2022,1/1/2020,1220,Hollenbeck,THEFT OF IDENTITY,23,F,H,,Invest Cont,900    CALZONA                      ST
220515053,10/19/2022,7/10/2020,1500,Harbor,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),7,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,200 N  GRAND                        AV
231209618,4/5/2023,9/5/2020,2105,77th Street,THEFT OF IDENTITY,26,M,B,,Invest Cont,100 W  79TH                         ST
230309007,4/8/2023,10/13/2020,1,Southwest,BATTERY - SIMPLE ASSAULT,20,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,UNIVERSITY                   AV
221110794,6/22/2022,1/20/2020,510,Northeast,THEFT OF IDENTITY,21,F,B,,Invest Cont,1800 N  ALEXANDRIA                   AV
231707697,4/4/2023,5/20/2020,1600,Devonshire,THEFT OF IDENTITY,-2,X,X,,Invest Cont,19500    BUSINESS CENTER              DR
220913253,8/31/2022,7/1/2020,1200,Van Nuys,INTIMATE PARTNER - SIMPLE ASSAULT,25,M,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,14500    SHERMAN CIR
231707656,4/3/2023,6/3/2020,1625,Devonshire,THEFT OF IDENTITY,49,F,W,,Invest Cont,17000    SIMONDS                      ST
221214276,6/3/2022,3/3/2020,1250,77th Street,THEFT OF IDENTITY,50,M,B,,Invest Cont,8900 S  HARVARD                      BL
230208474,3/25/2023,7/1/2020,2305,Rampart,THEFT OF IDENTITY,37,F,W,,Invest Cont,600 S  CORONADO                     ST
220617754,10/16/2022,9/29/2020,1130,Hollywood,THEFT OF IDENTITY,37,F,W,,Invest Cont,1700    CANYON                       DR
221010902,6/24/2022,5/21/2020,921,West Valley,THEFT OF IDENTITY,60,M,W,,Invest Cont,7500    GAVIOTA                      AV
221610845,7/26/2022,2/1/2020,1200,Foothill,BURGLARY,84,M,B,,Invest Cont,11700    GLENCREST                    DR
220713815,9/7/2022,12/15/2020,1500,Wilshire,THEFT OF IDENTITY,51,F,H,,Invest Cont,800 N  STANLEY                      AV
220814156,9/6/2022,9/2/2020,1400,West LA,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",58,F,W,,Invest Cont,10000    CIELO                        DR
220114809,6/23/2022,3/23/2020,1630,Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0,X,X,,Invest Cont,5TH
230605916,2/9/2023,2/9/2020,1415,Hollywood,THEFT OF IDENTITY,35,M,O,,Invest Cont,1700 N  LAS PALMAS                   AV
220913632,9/9/2022,2/2/2020,1720,Van Nuys,THEFT OF IDENTITY,0,M,W,,Invest Cont,7300    LENNOX                       AV
220615648,9/6/2022,9/29/2020,700,Hollywood,THEFT OF IDENTITY,50,M,W,,Invest Cont,5500    HAROLD                       WY
220814184,9/7/2022,3/6/2020,645,West LA,THEFT OF IDENTITY,32,M,B,,Invest Cont,1000 S  WOOSTER                      ST
221817884,9/23/2022,6/22/2020,1220,Southeast,THEFT OF IDENTITY,43,F,H,,Invest Cont,2100 E  CENTURY                      BL
221219424,8/30/2022,8/1/2020,1505,77th Street,THEFT OF IDENTITY,38,F,B,,Invest Cont,6400    BRYNHURST                    AV
221014385,9/23/2022,9/21/2020,600,West Valley,THEFT OF IDENTITY,-1,M,W,,Invest Cont,7600    LOUISE                       AV
220513949,9/20/2022,8/12/2020,800,Harbor,THEFT OF IDENTITY,25,M,W,,Invest Cont,800    MILLMARK GROVE               ST
220316726,9/13/2022,9/13/2020,1350,Southwest,THEFT PLAIN - PETTY ($950 & UNDER),18,M,H,,Invest Cont,5700 W  JEFFERSON                    BL
221515089,9/14/2022,1/1/2020,1550,N Hollywood,THEFT OF IDENTITY,87,M,W,,Invest Cont,11300    OTSEGO                       ST
220114712,6/22/2022,3/4/2020,900,Central,DOCUMENT FORGERY / STOLEN FELONY,68,M,B,,Invest Cont,100 N  HILL                         ST
220510443,6/21/2022,12/28/2020,1200,Harbor,THEFT OF IDENTITY,41,F,H,,Invest Cont,1000 N  AVALON                       BL
220910801,6/26/2022,6/25/2020,2035,Van Nuys,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",28,F,W,,Invest Cont,15200    COHASSET                     ST
230306591,2/19/2023,12/5/2020,1040,Southwest,THEFT OF IDENTITY,54,F,K,,Invest Cont,2500    WELLINGTON                   RD
221609678,6/20/2022,6/20/2020,2030,Foothill,THEFT OF IDENTITY,32,M,O,,Invest Cont,10800    MATHER                       AV
